target_words,substitutes,query_pos,original_sentences,corrected_sentences,tagged_sentences
past,['history'],ADJ,"I've been thinking about the mindwipe, now two days away. Who said that those
                    who forget the past are doomed to repeat it? I fear that may be true for me.","I've been thinking about the mindwipe, now two days away. Who said that those
                    who forget the past are doomed to repeat it? I fear that may be true for me.","I've been thinking about the mindwipe, now two days away. Who said that those
                    who forget the **past** are doomed to repeat it? I fear that may be true for me."
tried,"['attempt', 'make an attempt', 'do ones best']",VERB,"I
                    once had a neighbor who played it constantly, loudly, and badly, so I thought I
                    knew it better. Malaquez tried to mediate, but I saw him as siding with Tasha.
                    So, I think, did she.","I
                    once had a neighbor who played it constantly, loudly, and badly, so I thought I
                    knew it better. Malaquez tried to mediate, but I saw him as siding with Tasha.
                    So, I think, did she.","I
                    once had a neighbor who played it constantly, loudly, and badly, so I thought I
                    knew it better. Malaquez **tried** to mediate, but I saw him as siding with Tasha.
                    So, I think, did she."
slid,"['reposition', 'adjust', 'shift']",VERB,"Her lower lip (a trifle
                    too narrow for her face, perhaps her only physical flaw) thrust forward slightly
                    as she started to speak. She caught herself, slid her jaw infinitesimally back
                    into place, and said, ""You don't like it?"" 
                 I laughed.","Her lower lip (a trifle
                    too narrow for her face, perhaps her only physical flaw) thrust forward slightly
                    as she started to speak. She caught herself, slid her jaw infinitesimally back
                    into place, and said, ""You don't like it?"" 
                 I laughed.","Her lower lip (a trifle
                    too narrow for her face, perhaps her only physical flaw) thrust forward slightly
                    as she started to speak. She caught herself, **slid** her jaw infinitesimally back
                    into place, and said, ""You don't like it?"" 
                 I laughed."
lay,"['lay', 'rest']",VERB,"Earlier this morning --"" 
                 Her clothes lay by the cube enclosing the bed. I hit him with the back of my
                    hand.","Earlier this morning --"" 
                 Her clothes lay by the cube enclosing the bed. I hit him with the back of my
                    hand.","Earlier this morning --"" 
                 Her clothes **lay** by the cube enclosing the bed. I hit him with the back of my
                    hand."
mirror,"['reflection', 'reflector']",VERB,"If I
                    am capable of love, I loved Tasha Cortez. If I am not, I had the perfect mirror
                    for my narcissism. 
                 As for the issue itself, I'm no longer sure what I want to record.","If I
                    am capable of love, I loved Tasha Cortez. If I am not, I had the perfect mirror
                    for my narcissism. 
                 As for the issue itself, I'm no longer sure what I want to record.","If I
                    am capable of love, I loved Tasha Cortez. If I am not, I had the perfect **mirror**
                    for my narcissism. 
                 As for the issue itself, I'm no longer sure what I want to record."
other,"['separate', 'additional', 'alternative', 'different']",ADJ,"Her voice had grown quiet, and I began to feel some guilt.
                    I had, it is true, told her that we needed other company than our own. I said
                    this from years of learning that romances consume themselves without other fuel.","Her voice had grown quiet, and I began to feel some guilt.
                    I had, it is true, told her that we needed other company than our own. I said
                    this from years of learning that romances consume themselves without other fuel.","Her voice had grown quiet, and I began to feel some guilt.
                    I had, it is true, told her that we needed **other** company than our own. I said
                    this from years of learning that romances consume themselves without other fuel."
distance,['detachment'],NOUN,"I don't mean to sound cynical. I suppose I wish to show that I'm still capable
                    of a certain authorial distance, a semblance of dispassionate observation. The
                    following events may indicate otherwise.","I don't mean to sound cynical. I suppose I wish to show that I'm still capable
                    of a certain authorial distance, a semblance of dispassionate observation. The
                    following events may indicate otherwise.","I don't mean to sound cynical. I suppose I wish to show that I'm still capable
                    of a certain authorial **distance**, a semblance of dispassionate observation. The
                    following events may indicate otherwise."
record,"['put in writing', 'capture', 'preserve', 'log', 'document']",VERB,"If I am not, I had the perfect mirror
                    for my narcissism. 
                 As for the issue itself, I'm no longer sure what I want to record. The
                    playwright in me wants every scene of our time together.","If I am not, I had the perfect mirror
                    for my narcissism. 
                 As for the issue itself, I'm no longer sure what I want to record. The
                    playwright in me wants every scene of our time together.","If I am not, I had the perfect mirror
                    for my narcissism. 
                 As for the issue itself, I'm no longer sure what I want to **record**. The
                    playwright in me wants every scene of our time together."
take,"['accept', 'have']",VERB,"Her wrist, when I grabbed it, was smooth and strong and warm
                    in my fingers. ""I'll take it. Exactly as it is.""","Her wrist, when I grabbed it, was smooth and strong and warm
                    in my fingers. ""I'll take it. Exactly as it is.""","Her wrist, when I grabbed it, was smooth and strong and warm
                    in my fingers. ""I'll **take** it. Exactly as it is."""
story,"['tale', 'narrative', 'narration']",NOUN,"I only snarled at her and -- 
                 My story leaps ahead of itself. Let me retreat and retrench:","I only snarled at her and -- 
                 My story leaps ahead of itself. Let me retreat and retrench:","I only snarled at her and -- 
                 My **story** leaps ahead of itself. Let me retreat and retrench:"
cease,"['halt', 'terminate', 'bring to an end', 'desist', 'suspend', 'shut down']",VERB,"El Espectador has been a special target because of the extraordinary courage of its publisher and his staff.
At Monterrey, publisher Luis Gabriel Cano, although shaken by the murders, issued a statement saying: ""We will not cease our fight against drug trafficking.
They want to terrify the press and in particular El Espectador because it has always been a torchbearer in this war.""","El Espectador has been a special target because of the extraordinary courage of its publisher and his staff.
At Monterrey, publisher Luis Gabriel Cano, although shaken by the murders, issued a statement saying: ""We will not cease our fight against drug trafficking.
They want to terrify the press and in particular El Espectador because it has always been a torchbearer in this war.""","El Espectador has been a special target because of the extraordinary courage of its publisher and his staff.
At Monterrey, publisher Luis Gabriel Cano, although shaken by the murders, issued a statement saying: ""We will not **cease** our fight against drug trafficking.
They want to terrify the press and in particular El Espectador because it has always been a torchbearer in this war."""
therefore,"['consequently', 'hence', 'as a result', 'thus']",ADV,"He accents the illusion of reality --I paraphrase his entry in La
                    Enciclopedia Humanica --by doing life-size scenes in ""the full round,"" never the
                    easier frontal or three-quarters view. Moreover, he never did portraits of
                    famous people; his works were therefore the reality and could never be compared
                    to it. As is typical of his school, his pieces are sealed in stopboxes.","He accents the illusion of reality --I paraphrase his entry in La
                    Enciclopedia Humanica --by doing life-size scenes in ""the full round,"" never the
                    easier frontal or three-quarters view. Moreover, he never did portraits of
                    famous people; his works were therefore the reality and could never be compared
                    to it. As is typical of his school, his pieces are sealed in stopboxes.","He accents the illusion of reality --I paraphrase his entry in La
                    Enciclopedia Humanica --by doing life-size scenes in ""the full round,"" never the
                    easier frontal or three-quarters view. Moreover, he never did portraits of
                    famous people; his works were **therefore** the reality and could never be compared
                    to it. As is typical of his school, his pieces are sealed in stopboxes."
perhaps,"['possibly as it may', 'may be', 'potentially', 'possibly', 'conceivably', 'hopefully']",ADV,"I fear that may be true for me. Add
                    this to the reasons I write now: to remember something, perhaps even to learn -- 
                 Emil Malaquez arrived after sundown, carrying a small package wrapped in what
                    looked like real paper.","I fear that may be true for me. Add
                    this to the reasons I write now: to remember something, perhaps even to learn -- 
                 Emil Malaquez arrived after sundown, carrying a small package wrapped in what
                    looked like real paper.","I fear that may be true for me. Add
                    this to the reasons I write now: to remember something, **perhaps** even to learn -- 
                 Emil Malaquez arrived after sundown, carrying a small package wrapped in what
                    looked like real paper."
despising,"['detest', 'loathe']",VERB,"I only
                    wanted to despise the man who had slept with my lover. That was easier than
                    despising myself. 
                 He paused before a bedroom door.","I only
                    wanted to despise the man who had slept with my lover. That was easier than
                    despising myself. 
                 He paused before a bedroom door.","I only
                    wanted to despise the man who had slept with my lover. That was easier than
                    **despising** myself. 
                 He paused before a bedroom door."
company,"['corporation', 'organization', 'firm', 'team', 'association', 'enterprise']",NOUN,"He also rejected reports that his departure stemmed from disappointment the general manager's post hadn't also led to a board directorship at the London-based news organization.  

Mr. Reupke was one of three executives on Reuters's eight-person executive committee who didn't also serve on the company's board of directors. ""If I were choosing the people of tomorrow, I would have chosen the people who are now on the board,"" he said.","He also rejected reports that his departure stemmed from disappointment the general manager's post hadn't also led to a board directorship at the London-based news organization.  

Mr. Reupke was one of three executives on Reuters's eight-person executive committee who didn't also serve on the company's board of directors. ""If I were choosing the people of tomorrow, I would have chosen the people who are now on the board,"" he said.","He also rejected reports that his departure stemmed from disappointment the general manager's post hadn't also led to a board directorship at the London-based news organization.  

Mr. Reupke was one of three executives on Reuters's eight-person executive committee who didn't also serve on the **company**'s board of directors. ""If I were choosing the people of tomorrow, I would have chosen the people who are now on the board,"" he said."
shortages,"['scarcity', 'shortfall', 'limitation', 'deficit']",NOUN,"Elisa Hollis launched a diaper service last year because State College, Pa., where she lives, didn't have one. Diaper shortages this summer limited growth at Stork Diaper Services, Springfield, Mass., where business is up 25% in  

Also spurring the move to cloth: diaper covers with Velcro fasteners that eliminate the need for safety pins.","Elisa Hollis launched a diaper service last year because State College, Pa., where she lives, didn't have one. Diaper shortages this summer limited growth at Stork Diaper Services, Springfield, Mass., where business is up 25% in  

Also spurring the move to cloth: diaper covers with Velcro fasteners that eliminate the need for safety pins.","Elisa Hollis launched a diaper service last year because State College, Pa., where she lives, didn't have one. Diaper **shortages** this summer limited growth at Stork Diaper Services, Springfield, Mass., where business is up 25% in  

Also spurring the move to cloth: diaper covers with Velcro fasteners that eliminate the need for safety pins."
kitchens,"['room for cooking food', 'cooking room', 'cooking area', 'food prep area']",NOUN,"If I did, one of three
                    things would happen. Most likely: she would be meat --there is a reason why
                    stopboxes are most often used in kitchens. Less likely: she would live the rest
                    of her days with a mind as free of worry as a slug's.","If I did, one of three
                    things would happen. Most likely: she would be meat --there is a reason why
                    stopboxes are most often used in kitchens. Less likely: she would live the rest
                    of her days with a mind as free of worry as a slug's.","If I did, one of three
                    things would happen. Most likely: she would be meat --there is a reason why
                    stopboxes are most often used in **kitchens**. Less likely: she would live the rest
                    of her days with a mind as free of worry as a slug's."
death,"['fatality', 'casualty', 'end of life', 'decease', 'eternal rest']",NOUN,"If science
                    finds a way to safely free the subjects of Emil's art, perhaps the I who reads
                    this file will know that my decision is wise. But I cannot stop thinking that I
                    was never afraid of losing Tasha to brain damage or death. My fear is that she
                    would live, and I would learn that I had lost her long before Emil Malaquez
                    translated her into a thing that can be kept, admired, and loved.","If science
                    finds a way to safely free the subjects of Emil's art, perhaps the I who reads
                    this file will know that my decision is wise. But I cannot stop thinking that I
                    was never afraid of losing Tasha to brain damage or death. My fear is that she
                    would live, and I would learn that I had lost her long before Emil Malaquez
                    translated her into a thing that can be kept, admired, and loved.","If science
                    finds a way to safely free the subjects of Emil's art, perhaps the I who reads
                    this file will know that my decision is wise. But I cannot stop thinking that I
                    was never afraid of losing Tasha to brain damage or **death**. My fear is that she
                    would live, and I would learn that I had lost her long before Emil Malaquez
                    translated her into a thing that can be kept, admired, and loved."
artists,"['person skilled in creative activity', 'craftsman', 'artisan']",NOUN,"Emil Malaquez arrived after sundown, carrying a small package wrapped in what
                    looked like real paper. His evening dress was formal, expensive, and slightly
                    stained, as that of all forgetful artists should be. He was a jovial man with an
                    easy laugh, and even uglier than Tasha had suggested.","Emil Malaquez arrived after sundown, carrying a small package wrapped in what
                    looked like real paper. His evening dress was formal, expensive, and slightly
                    stained, as that of all forgetful artists should be. He was a jovial man with an
                    easy laugh, and even uglier than Tasha had suggested.","Emil Malaquez arrived after sundown, carrying a small package wrapped in what
                    looked like real paper. His evening dress was formal, expensive, and slightly
                    stained, as that of all forgetful **artists** should be. He was a jovial man with an
                    easy laugh, and even uglier than Tasha had suggested."
spree,['binge'],NOUN,"Enough. I went on a spree,
                    and it must have been a good one. I hope the wipe is as successful with my time
                    on Vega IV as my spree was with my time here.","Enough. I went on a spree,
                    and it must have been a good one. I hope the wipe is as successful with my time
                    on Vega IV as my spree was with my time here.","Enough. I went on a **spree**,
                    and it must have been a good one. I hope the wipe is as successful with my time
                    on Vega IV as my spree was with my time here."
left,"['walk out', 'exit', 'withdraw', 'depart']",VERB,"He began to cry. ""She left. Earlier this morning --""","He began to cry. ""She left. Earlier this morning --""","He began to cry. ""She **left**. Earlier this morning --"""
art,"['artwork', 'artistry']",NOUN,"If that was Malaquez's work, it
                    was a very minor effort. But then, I was in no mood to consider art. I only
                    wanted to despise the man who had slept with my lover.","If that was Malaquez's work, it
                    was a very minor effort. But then, I was in no mood to consider art. I only
                    wanted to despise the man who had slept with my lover.","If that was Malaquez's work, it
                    was a very minor effort. But then, I was in no mood to consider **art**. I only
                    wanted to despise the man who had slept with my lover."
together,"['together', 'in unison', 'side by side', 'in sync', 'simultaneously', 'hand in hand']",ADV,"Enough. Tasha and I walked through The Sleeping Flamingo together, and I decided
                    to buy it. Then --","Enough. Tasha and I walked through The Sleeping Flamingo together, and I decided
                    to buy it. Then --","Enough. Tasha and I walked through The Sleeping Flamingo **together**, and I decided
                    to buy it. Then --"
many,['numerous'],ADJ,"I remember Papa's stopbox, a teal blue Tiempo Capturado that Mama brought home
                    for his birthday. It was huge and inefficient, and she should never have spent
                    so many pesos on a toy, but Papa would not let her return it. He used it to
                    preserve baby tomatoes, cucumbers, and strawberries in translucent cubes that he
                    stored in the pantry for spring-time meals in the middle of winter.","I remember Papa's stopbox, a teal blue Tiempo Capturado that Mama brought home
                    for his birthday. It was huge and inefficient, and she should never have spent
                    so many pesos on a toy, but Papa would not let her return it. He used it to
                    preserve baby tomatoes, cucumbers, and strawberries in translucent cubes that he
                    stored in the pantry for spring-time meals in the middle of winter.","I remember Papa's stopbox, a teal blue Tiempo Capturado that Mama brought home
                    for his birthday. It was huge and inefficient, and she should never have spent
                    so **many** pesos on a toy, but Papa would not let her return it. He used it to
                    preserve baby tomatoes, cucumbers, and strawberries in translucent cubes that he
                    stored in the pantry for spring-time meals in the middle of winter."
mistrust,"['doubtfulness', 'distrust', 'skepticism', 'wariness']",NOUN,"I remembered an article in The Medusa and a photo of a work in
                    which 100-peso notes fell like confetti onto a small Undersider, sexlessly young
                    in grimy, oversized clothing. The child's face was a warground for wonder and
                    mistrust. Imprisoned light from forgotten streetlamps snagged itself on metal
                    threads in the fluttering pesos.","I remembered an article in The Medusa and a photo of a work in
                    which 100-peso notes fell like confetti onto a small Undersider, sexlessly young
                    in grimy, oversized clothing. The child's face was a warground for wonder and
                    mistrust. Imprisoned light from forgotten streetlamps snagged itself on metal
                    threads in the fluttering pesos.","I remembered an article in The Medusa and a photo of a work in
                    which 100-peso notes fell like confetti onto a small Undersider, sexlessly young
                    in grimy, oversized clothing. The child's face was a warground for wonder and
                    **mistrust**. Imprisoned light from forgotten streetlamps snagged itself on metal
                    threads in the fluttering pesos."
dismiss,"['put away', 'discard', 'turn away', 'disqualify', 'send away, remove', 'put out of ones mind']",VERB,"I had not considered that I might not write to learn, but to
                    punish myself. Let me abuse the playwright and dismiss the penultimate scene in
                    a few sentences: After giving Emil full rights to a sculpture of Tasha and me,
                    we had a good dinner of curried clam chowder, lobsters boiled on Terra and
                    unstopped still steaming on N'Apulco, and cinnamon custard for desert. Then we
                    went out for a late swim.","I had not considered that I might not write to learn, but to
                    punish myself. Let me abuse the playwright and dismiss the penultimate scene in
                    a few sentences: After giving Emil full rights to a sculpture of Tasha and me,
                    we had a good dinner of curried clam chowder, lobsters boiled on Terra and
                    unstopped still steaming on N'Apulco, and cinnamon custard for desert. Then we
                    went out for a late swim.","I had not considered that I might not write to learn, but to
                    punish myself. Let me abuse the playwright and **dismiss** the penultimate scene in
                    a few sentences: After giving Emil full rights to a sculpture of Tasha and me,
                    we had a good dinner of curried clam chowder, lobsters boiled on Terra and
                    unstopped still steaming on N'Apulco, and cinnamon custard for desert. Then we
                    went out for a late swim."
mean,"['signify', 'indicate', 'imply']",VERB,"I said
                    this from years of learning that romances consume themselves without other fuel.
                    But knowing this did not mean I wanted it. 
                 I said, ""Truthfully.""","I said
                    this from years of learning that romances consume themselves without other fuel.
                    But knowing this did not mean I wanted it. 
                 I said, ""Truthfully.""","I said
                    this from years of learning that romances consume themselves without other fuel.
                    But knowing this did not **mean** I wanted it. 
                 I said, ""Truthfully."""
came,"['arrive', 'pop in', 'appear']",VERB,"He began with small animals
                    and moved on to derelicts and Undersiders, people who would never be missed. Now
                    he had thought to use vacationers like Tasha and me, and when someone came
                    looking, he would say we had gone island-hopping in our windboat. Our boat would
                    disappear into the ocean to be found or not as the wind and tides chose.","He began with small animals
                    and moved on to derelicts and Undersiders, people who would never be missed. Now
                    he had thought to use vacationers like Tasha and me, and when someone came
                    looking, he would say we had gone island-hopping in our windboat. Our boat would
                    disappear into the ocean to be found or not as the wind and tides chose.","He began with small animals
                    and moved on to derelicts and Undersiders, people who would never be missed. Now
                    he had thought to use vacationers like Tasha and me, and when someone **came**
                    looking, he would say we had gone island-hopping in our windboat. Our boat would
                    disappear into the ocean to be found or not as the wind and tides chose."
pieces,"['artwork', 'art', 'work of art, music, writing']",NOUN,"Even The Terran Times has only praise for his work.
                    To compare his pieces to those of others is to compare mannequins to living
                    models. He accents the illusion of reality --I paraphrase his entry in La
                    Enciclopedia Humanica --by doing life-size scenes in ""the full round,"" never the
                    easier frontal or three-quarters view.","Even The Terran Times has only praise for his work.
                    To compare his pieces to those of others is to compare mannequins to living
                    models. He accents the illusion of reality --I paraphrase his entry in La
                    Enciclopedia Humanica --by doing life-size scenes in ""the full round,"" never the
                    easier frontal or three-quarters view.","Even The Terran Times has only praise for his work.
                    To compare his **pieces** to those of others is to compare mannequins to living
                    models. He accents the illusion of reality --I paraphrase his entry in La
                    Enciclopedia Humanica --by doing life-size scenes in ""the full round,"" never the
                    easier frontal or three-quarters view."
moves,['maneuver'],NOUN,"In New York Stock Exchange composite trading yesterday, Intelogic shares rose 37.5 cents to close at $2.75.  

Mr. Edelman declined to specify what prompted the recent moves, saying they are meant only to benefit shareholders when ""the company is on a roll."" He added, ""This has nothing to do with Marty Ackerman and it is not designed, particularly, to take the company private.""","In New York Stock Exchange composite trading yesterday, Intelogic shares rose 37.5 cents to close at $2.75.  

Mr. Edelman declined to specify what prompted the recent moves, saying they are meant only to benefit shareholders when ""the company is on a roll."" He added, ""This has nothing to do with Marty Ackerman and it is not designed, particularly, to take the company private.""","In New York Stock Exchange composite trading yesterday, Intelogic shares rose 37.5 cents to close at $2.75.  

Mr. Edelman declined to specify what prompted the recent **moves**, saying they are meant only to benefit shareholders when ""the company is on a roll."" He added, ""This has nothing to do with Marty Ackerman and it is not designed, particularly, to take the company private."""
said,"['remark', 'ask', 'voice', 'utter', 'mention', 'respond']",VERB,"Tasha oohed in awe. I said, ""Frodo's been visiting
                    you, eh?"" 
                 Malaquez said, ""Your pet?""","Tasha oohed in awe. I said, ""Frodo's been visiting
                    you, eh?"" 
                 Malaquez said, ""Your pet?""","Tasha oohed in awe. I **said**, ""Frodo's been visiting
                    you, eh?"" 
                 Malaquez said, ""Your pet?"""
interview,"['q & a', 'talk']",NOUN,"No successor was named, and Mr. Reupke's duties will be split among three other senior Reuters executives, the company said.  

In a telephone interview, Mr. Reupke said his departure was for ""personal reasons,"" which he declined to specify. ""There is no business reason for my departure,"" nor any disagreement over policy, he added.","No successor was named, and Mr. Reupke's duties will be split among three other senior Reuters executives, the company said.  

In a telephone interview, Mr. Reupke said his departure was for ""personal reasons,"" which he declined to specify. ""There is no business reason for my departure,"" nor any disagreement over policy, he added.","No successor was named, and Mr. Reupke's duties will be split among three other senior Reuters executives, the company said.  

In a telephone **interview**, Mr. Reupke said his departure was for ""personal reasons,"" which he declined to specify. ""There is no business reason for my departure,"" nor any disagreement over policy, he added."
own,"['have', 'possess', 'hold', 'owned']",ADJ,"Heritage Media Corp., New York, said it offered to buy the shares of POP Radio Corp. it doesn't already own in a stock swap.  

Heritage, which owns 51% of POP's 3.6 million shares outstanding, said it will exchange one share of a new preferred stock for each POP common share it doesn't already own. Depending upon how many warrants and options are exercised prior to completion of the transaction, Heritage would issue between 1.8 million and 2.35 million preferred shares, a Heritage spokesman estimated.","Heritage Media Corp., New York, said it offered to buy the shares of POP Radio Corp. it doesn't already own in a stock swap.  

Heritage, which owns 51% of POP's 3.6 million shares outstanding, said it will exchange one share of a new preferred stock for each POP common share it doesn't already own. Depending upon how many warrants and options are exercised prior to completion of the transaction, Heritage would issue between 1.8 million and 2.35 million preferred shares, a Heritage spokesman estimated.","Heritage Media Corp., New York, said it offered to buy the shares of POP Radio Corp. it doesn't already **own** in a stock swap.  

Heritage, which owns 51% of POP's 3.6 million shares outstanding, said it will exchange one share of a new preferred stock for each POP common share it doesn't already own. Depending upon how many warrants and options are exercised prior to completion of the transaction, Heritage would issue between 1.8 million and 2.35 million preferred shares, a Heritage spokesman estimated."
thing,"['matter', 'fact', 'part']",NOUN,"He glanced at me and decided I was joking. The surprising thing is that I was.
                    ""Good.","He glanced at me and decided I was joking. The surprising thing is that I was.
                    ""Good.","He glanced at me and decided I was joking. The surprising **thing** is that I was.
                    ""Good."
Enough,"['enough already', 'no more']",ADJ,"I say I do not care about law,
                    I care about service and she should care about money. Enough. I went on a spree,
                    and it must have been a good one.","I say I do not care about law,
                    I care about service and she should care about money. Enough. I went on a spree,
                    and it must have been a good one.","I say I do not care about law,
                    I care about service and she should care about money. **Enough**. I went on a spree,
                    and it must have been a good one."
other,"['another', 'alternative', 'additional']",ADJ,"I had, it is true, told her that we needed other company than our own. I said
                    this from years of learning that romances consume themselves without other fuel.
                    But knowing this did not mean I wanted it.","I had, it is true, told her that we needed other company than our own. I said
                    this from years of learning that romances consume themselves without other fuel.
                    But knowing this did not mean I wanted it.","I had, it is true, told her that we needed **other** company than our own. I said
                    this from years of learning that romances consume themselves without other fuel.
                    But knowing this did not mean I wanted it."
exercised,"['put to use', 'implement', 'put into practice']",VERB,"Heritage, which owns 51% of POP's 3.6 million shares outstanding, said it will exchange one share of a new preferred stock for each POP common share it doesn't already own. Depending upon how many warrants and options are exercised prior to completion of the transaction, Heritage would issue between 1.8 million and 2.35 million preferred shares, a Heritage spokesman estimated. In national over-the-counter trading yesterday, POP plunged $4 to $14.75.","Heritage, which owns 51% of POP's 3.6 million shares outstanding, said it will exchange one share of a new preferred stock for each POP common share it doesn't already own. Depending upon how many warrants and options are exercised prior to completion of the transaction, Heritage would issue between 1.8 million and 2.35 million preferred shares, a Heritage spokesman estimated. In national over-the-counter trading yesterday, POP plunged $4 to $14.75.","Heritage, which owns 51% of POP's 3.6 million shares outstanding, said it will exchange one share of a new preferred stock for each POP common share it doesn't already own. Depending upon how many warrants and options are **exercised** prior to completion of the transaction, Heritage would issue between 1.8 million and 2.35 million preferred shares, a Heritage spokesman estimated. In national over-the-counter trading yesterday, POP plunged $4 to $14.75."
old,"['old', 'ancient', 'aged', 'seasoned', 'timeworn']",ADJ,"Extremely."" 
                 ""Content yourself, old one. He's four inches shorter than I, his nose is big and
                    broken, and --""","Extremely."" 
                 ""Content yourself, old one. He's four inches shorter than I, his nose is big and
                    broken, and --""","Extremely."" 
                 ""Content yourself, **old** one. He's four inches shorter than I, his nose is big and
                    broken, and --"""
however,"['nonetheless', 'on the other hand', 'nevertheless']",ADV,"I should buy
                    it to raze it, but I am not so kind-hearted. I might, however, rent it."" 
                 I think she only heard the last words of my speech.","I should buy
                    it to raze it, but I am not so kind-hearted. I might, however, rent it."" 
                 I think she only heard the last words of my speech.","I should buy
                    it to raze it, but I am not so kind-hearted. I might, **however**, rent it."" 
                 I think she only heard the last words of my speech."
pretentious,"['snobbish', 'showy']",ADJ,"I hate it, despise it, abhor it! It's gaudy, graceless,
                    pretentious -- That house is an affront to taste and intelligence. I should buy
                    it to raze it, but I am not so kind-hearted.","I hate it, despise it, abhor it! It's gaudy, graceless,
                    pretentious -- That house is an affront to taste and intelligence. I should buy
                    it to raze it, but I am not so kind-hearted.","I hate it, despise it, abhor it! It's gaudy, graceless,
                    **pretentious** -- That house is an affront to taste and intelligence. I should buy
                    it to raze it, but I am not so kind-hearted."
love,"['cherish', 'adore', 'have affection for']",VERB,"I shrugged. ""Tell her I love her."" 
                 He studied me, then said, ""I'm sorry things happened this way, Bernardo.","I shrugged. ""Tell her I love her."" 
                 He studied me, then said, ""I'm sorry things happened this way, Bernardo.","I shrugged. ""Tell her I **love** her."" 
                 He studied me, then said, ""I'm sorry things happened this way, Bernardo."
subjects,"['topic', 'subject matter', 'area of study', 'matter', 'issue']",NOUN,"I
                    have been re-reading all our favorite books -- 
                 But neither of us care to dwell on such boring subjects, do we? 
                 I want to pick up with Tasha and me walking about The Sleeping Flamingo, and
                    then, for the sake of literary convenience, to say that from a corner of the
                    yard I saw a neighboring house, and the sight filled me with darkest
                    forebodings.","I
                    have been re-reading all our favorite books -- 
                 But neither of us care to dwell on such boring subjects, do we? 
                 I want to pick up with Tasha and me walking about The Sleeping Flamingo, and
                    then, for the sake of literary convenience, to say that from a corner of the
                    yard I saw a neighboring house, and the sight filled me with darkest
                    forebodings.","I
                    have been re-reading all our favorite books -- 
                 But neither of us care to dwell on such boring **subjects**, do we? 
                 I want to pick up with Tasha and me walking about The Sleeping Flamingo, and
                    then, for the sake of literary convenience, to say that from a corner of the
                    yard I saw a neighboring house, and the sight filled me with darkest
                    forebodings."
request,"['favor', 'plea', 'inquiry', 'favor ask']",NOUN,"He
                    grinned shyly. ""A confession, and then a request. And then you must forgive me
                    for being so forward.","He
                    grinned shyly. ""A confession, and then a request. And then you must forgive me
                    for being so forward.","He
                    grinned shyly. ""A confession, and then a **request**. And then you must forgive me
                    for being so forward."
said,"['disclose', 'declare', 'reveal', 'announce']",VERB,"His appointment to that post, which has senior administrative, staff and policy responsibilities, followed a several-year tenure as Reuters's editor in chief. No successor was named, and Mr. Reupke's duties will be split among three other senior Reuters executives, the company said.  

In a telephone interview, Mr. Reupke said his departure was for ""personal reasons,"" which he declined to specify.","His appointment to that post, which has senior administrative, staff and policy responsibilities, followed a several-year tenure as Reuters's editor in chief. No successor was named, and Mr. Reupke's duties will be split among three other senior Reuters executives, the company said.  

In a telephone interview, Mr. Reupke said his departure was for ""personal reasons,"" which he declined to specify.","His appointment to that post, which has senior administrative, staff and policy responsibilities, followed a several-year tenure as Reuters's editor in chief. No successor was named, and Mr. Reupke's duties will be split among three other senior Reuters executives, the company **said**.  

In a telephone interview, Mr. Reupke said his departure was for ""personal reasons,"" which he declined to specify."
provides,"['supply', 'produce', 'administer']",VERB,"In composite trading on the New York Stock Exchange, Telerate shares closed at $19.50, up 12.5 cents.  

Telerate provides an electronic financial information network. Dow Jones publishes The Wall Street Journal, Barron's magazine, and community newspapers and operates financial news services and computer data bases.","In composite trading on the New York Stock Exchange, Telerate shares closed at $19.50, up 12.5 cents.  

Telerate provides an electronic financial information network. Dow Jones publishes The Wall Street Journal, Barron's magazine, and community newspapers and operates financial news services and computer data bases.","In composite trading on the New York Stock Exchange, Telerate shares closed at $19.50, up 12.5 cents.  

Telerate **provides** an electronic financial information network. Dow Jones publishes The Wall Street Journal, Barron's magazine, and community newspapers and operates financial news services and computer data bases."
Odd,"['off', 'uneven']",ADJ,"FALL BALLOT ISSUES set a record for off-year elections.  

Odd-year elections attract relatively few ballot issues. But the 1989 fall total of 80, while well below 1988 activity, shows ""a steady ratcheting up in citizen referenda and initiatives,"" says Patrick McGuigan, editor of Family, Law and Democracy Report.","FALL BALLOT ISSUES set a record for off-year elections.  

Odd-year elections attract relatively few ballot issues. But the 1989 fall total of 80, while well below 1988 activity, shows ""a steady ratcheting up in citizen referenda and initiatives,"" says Patrick McGuigan, editor of Family, Law and Democracy Report.","FALL BALLOT ISSUES set a record for off-year elections.  

**Odd**-year elections attract relatively few ballot issues. But the 1989 fall total of 80, while well below 1988 activity, shows ""a steady ratcheting up in citizen referenda and initiatives,"" says Patrick McGuigan, editor of Family, Law and Democracy Report."
surprise,"['unexpectedness', 'unexpected', 'abruptness']",NOUN,"I smiled. ""She handles surprise surprisingly well."" 
                 ""What would it hurt?""","I smiled. ""She handles surprise surprisingly well."" 
                 ""What would it hurt?""","I smiled. ""She handles **surprise** surprisingly well."" 
                 ""What would it hurt?"""
