target_words,substitutes,query_pos,original_sentences,corrected_sentences,tagged_sentences
cash,"['currency', 'funds']",NOUN,"Under terms of the new proposal, Equus, managed by Equus Capital Corp., Houston, would pay $12 cash and one new preferred share with a liquidation preference of $1.65 a share for each of Tony Lama's 2.1 million shares outstanding. Previously, it offered $13.65 a share in cash, or $29 million.  

The El Paso, Texas, maker of Western boots and leather accessories said the preferred stock would accrue dividends at a 12% rate, but wouldn't be paid for the first two years.","Under terms of the new proposal, Equus, managed by Equus Capital Corp., Houston, would pay $12 cash and one new preferred share with a liquidation preference of $1.65 a share for each of Tony Lama's 2.1 million shares outstanding. Previously, it offered $13.65 a share in cash, or $29 million.  

The El Paso, Texas, maker of Western boots and leather accessories said the preferred stock would accrue dividends at a 12% rate, but wouldn't be paid for the first two years.","Under terms of the new proposal, Equus, managed by Equus Capital Corp., Houston, would pay $12 **cash** and one new preferred share with a liquidation preference of $1.65 a share for each of Tony Lama's 2.1 million shares outstanding. Previously, it offered $13.65 a share in cash, or $29 million.  

The El Paso, Texas, maker of Western boots and leather accessories said the preferred stock would accrue dividends at a 12% rate, but wouldn't be paid for the first two years."
says,['respond'],VERB,"The
                    playwright in me wants every scene of our time together. The editor says no,
                    only those that are relevant. The sufferer says no, only those which cause no
                    pain.","The
                    playwright in me wants every scene of our time together. The editor says no,
                    only those that are relevant. The sufferer says no, only those which cause no
                    pain.","The
                    playwright in me wants every scene of our time together. The editor **says** no,
                    only those that are relevant. The sufferer says no, only those which cause no
                    pain."
view,"['angle', 'perspective']",VERB,"To compare his pieces to those of others is to compare mannequins to living
                    models. He accents the illusion of reality --I paraphrase his entry in La
                    Enciclopedia Humanica --by doing life-size scenes in ""the full round,"" never the
                    easier frontal or three-quarters view. Moreover, he never did portraits of
                    famous people; his works were therefore the reality and could never be compared
                    to it.","To compare his pieces to those of others is to compare mannequins to living
                    models. He accents the illusion of reality --I paraphrase his entry in La
                    Enciclopedia Humanica --by doing life-size scenes in ""the full round,"" never the
                    easier frontal or three-quarters view. Moreover, he never did portraits of
                    famous people; his works were therefore the reality and could never be compared
                    to it.","To compare his pieces to those of others is to compare mannequins to living
                    models. He accents the illusion of reality --I paraphrase his entry in La
                    Enciclopedia Humanica --by doing life-size scenes in ""the full round,"" never the
                    easier frontal or three-quarters **view**. Moreover, he never did portraits of
                    famous people; his works were therefore the reality and could never be compared
                    to it."
love,"['truelove', 'affection']",NOUN,"To deal with the first: it hurts to remember. If I
                    am capable of love, I loved Tasha Cortez. If I am not, I had the perfect mirror
                    for my narcissism.","To deal with the first: it hurts to remember. If I
                    am capable of love, I loved Tasha Cortez. If I am not, I had the perfect mirror
                    for my narcissism.","To deal with the first: it hurts to remember. If I
                    am capable of **love**, I loved Tasha Cortez. If I am not, I had the perfect mirror
                    for my narcissism."
then,['in that case'],ADV,"The stars themselves might have fallen on the
                    Undersider and the event would have been no less strange, no less miraculous. ""A
                    great artist will grace this world, then?"" 
                 ""Nardo!""","The stars themselves might have fallen on the
                    Undersider and the event would have been no less strange, no less miraculous. ""A
                    great artist will grace this world, then?"" 
                 ""Nardo!""","The stars themselves might have fallen on the
                    Undersider and the event would have been no less strange, no less miraculous. ""A
                    great artist will grace this world, **then**?"" 
                 ""Nardo!"""
glass,"['glass', 'cup', 'bottle']",NOUN,"She had not come home when I woke in mid-morning. I waited, and drank a glass of
                    MorningAfter and three cups of coffee, and wondered whether our affair could
                    survive the events of the night, and whether I wanted it to. Perhaps I should
                    have invited Emil to stay, but even then I knew that sex was not the problem
                    between Tasha and me.","She had not come home when I woke in mid-morning. I waited, and drank a glass of
                    MorningAfter and three cups of coffee, and wondered whether our affair could
                    survive the events of the night, and whether I wanted it to. Perhaps I should
                    have invited Emil to stay, but even then I knew that sex was not the problem
                    between Tasha and me.","She had not come home when I woke in mid-morning. I waited, and drank a **glass** of
                    MorningAfter and three cups of coffee, and wondered whether our affair could
                    survive the events of the night, and whether I wanted it to. Perhaps I should
                    have invited Emil to stay, but even then I knew that sex was not the problem
                    between Tasha and me."
treatment,['consideration'],NOUN,"Timex had requested duty-free treatment for many types of watches, covered by 58 different U.S. tariff classifications. The White House said Mr. Bush decided to grant duty-free status for 18 categories, but turned down such treatment for other types of watches ""because of the potential for material injury to watch producers located in the U.S. and the Virgin Islands.""  

Timex is a major U.S. producer and seller of watches, including low-priced battery-operated watches assembled in the Philippines and other developing nations covered by the U.S. tariff preferences.","Timex had requested duty-free treatment for many types of watches, covered by 58 different U.S. tariff classifications. The White House said Mr. Bush decided to grant duty-free status for 18 categories, but turned down such treatment for other types of watches ""because of the potential for material injury to watch producers located in the U.S. and the Virgin Islands.""  

Timex is a major U.S. producer and seller of watches, including low-priced battery-operated watches assembled in the Philippines and other developing nations covered by the U.S. tariff preferences.","Timex had requested duty-free **treatment** for many types of watches, covered by 58 different U.S. tariff classifications. The White House said Mr. Bush decided to grant duty-free status for 18 categories, but turned down such treatment for other types of watches ""because of the potential for material injury to watch producers located in the U.S. and the Virgin Islands.""  

Timex is a major U.S. producer and seller of watches, including low-priced battery-operated watches assembled in the Philippines and other developing nations covered by the U.S. tariff preferences."
income,"['gains', 'earnings', 'revenue', 'earning', 'gain', 'proceeds']",NOUN,"The company also cited interest costs and amortization of goodwill as factors in the loss.  

A year earlier, net income was $2.1 million, or six cents a share, on revenue of $169.9 million.","The company also cited interest costs and amortization of goodwill as factors in the loss.  

A year earlier, net income was $2.1 million, or six cents a share, on revenue of $169.9 million.","The company also cited interest costs and amortization of goodwill as factors in the loss.  

A year earlier, net **income** was $2.1 million, or six cents a share, on revenue of $169.9 million."
hair,"['mane', 'head of hair']",NOUN,"She returned to her watch, regarding her own reflection in the long window.
Mahogany-black curly hair, cut short in the typical military style framed a
careworn, dark-skinned face. It was not an attractive face right now; her ebony
eyes shadowed by hours on the watch, full lips pursed with frustration.","She returned to her watch, regarding her own reflection in the long window.
Mahogany-black curly hair, cut short in the typical military style framed a
careworn, dark-skinned face. It was not an attractive face right now; her ebony
eyes shadowed by hours on the watch, full lips pursed with frustration.","She returned to her watch, regarding her own reflection in the long window.
Mahogany-black curly **hair**, cut short in the typical military style framed a
careworn, dark-skinned face. It was not an attractive face right now; her ebony
eyes shadowed by hours on the watch, full lips pursed with frustration."
many,"['multiple', 'a number of', 'numerous', 'several', 'various', 'lot of']",ADJ,"Previously, watch imports were denied such duty-free treatment.  

Timex had requested duty-free treatment for many types of watches, covered by 58 different U.S. tariff classifications. The White House said Mr. Bush decided to grant duty-free status for 18 categories, but turned down such treatment for other types of watches ""because of the potential for material injury to watch producers located in the U.S. and the Virgin Islands.""","Previously, watch imports were denied such duty-free treatment.  

Timex had requested duty-free treatment for many types of watches, covered by 58 different U.S. tariff classifications. The White House said Mr. Bush decided to grant duty-free status for 18 categories, but turned down such treatment for other types of watches ""because of the potential for material injury to watch producers located in the U.S. and the Virgin Islands.""","Previously, watch imports were denied such duty-free treatment.  

Timex had requested duty-free treatment for **many** types of watches, covered by 58 different U.S. tariff classifications. The White House said Mr. Bush decided to grant duty-free status for 18 categories, but turned down such treatment for other types of watches ""because of the potential for material injury to watch producers located in the U.S. and the Virgin Islands."""
looked,"['stare', 'glance']",VERB,"That moment passed. I looked at Malaquez. His eyes opened wider while we watched
                    each other.","That moment passed. I looked at Malaquez. His eyes opened wider while we watched
                    each other.","That moment passed. I **looked** at Malaquez. His eyes opened wider while we watched
                    each other."
share,['stake'],NOUN,"Valley Federal Savings & Loan Association took an $89.9 million charge as it reported a third-quarter loss of $70.7 million, or $12.09 a share.  

The Van Nuys, Calif., thrift had net income of $132,000, or three cents a share, a year ago.  

The bulk of the pretax charge is a $62 million write-off of capitalized servicing at the mobile home financing subsidiary, which the company said had been a big drain on earnings.","Valley Federal Savings & Loan Association took an $89.9 million charge as it reported a third-quarter loss of $70.7 million, or $12.09 a share.  

The Van Nuys, Calif., thrift had net income of $132,000, or three cents a share, a year ago.  

The bulk of the pretax charge is a $62 million write-off of capitalized servicing at the mobile home financing subsidiary, which the company said had been a big drain on earnings.","Valley Federal Savings & Loan Association took an $89.9 million charge as it reported a third-quarter loss of $70.7 million, or $12.09 a **share**.  

The Van Nuys, Calif., thrift had net income of $132,000, or three cents a share, a year ago.  

The bulk of the pretax charge is a $62 million write-off of capitalized servicing at the mobile home financing subsidiary, which the company said had been a big drain on earnings."
dare,['think about it'],VERB,"She reached for another dial on the house controls. 
                 ""Don't you dare!"" Her wrist, when I grabbed it, was smooth and strong and warm
                    in my fingers.","She reached for another dial on the house controls. 
                 ""Don't you dare!"" Her wrist, when I grabbed it, was smooth and strong and warm
                    in my fingers.","She reached for another dial on the house controls. 
                 ""Don't you **dare**!"" Her wrist, when I grabbed it, was smooth and strong and warm
                    in my fingers."
management,"['management', 'executives', 'execs', 'supervisor']",NOUN,"The Midwest Financial subsidiary banks will continue to operate under their current names until early 1990, when each will adopt the First of America name.  

Kalamazoo, Mich.-based First of America said it will eliminate the 13 management positions of the former Midwest Financial parent company. First of America said some of the managers will take other jobs with First of America.","The Midwest Financial subsidiary banks will continue to operate under their current names until early 1990, when each will adopt the First of America name.  

Kalamazoo, Mich.-based First of America said it will eliminate the 13 management positions of the former Midwest Financial parent company. First of America said some of the managers will take other jobs with First of America.","The Midwest Financial subsidiary banks will continue to operate under their current names until early 1990, when each will adopt the First of America name.  

Kalamazoo, Mich.-based First of America said it will eliminate the 13 **management** positions of the former Midwest Financial parent company. First of America said some of the managers will take other jobs with First of America."
store,"['retail establishment', 'location', 'business establishment that sells goods']",NOUN,"The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.  

The acquisition of 87-store Weisfield's raises Ratners's U.S. presence to 450 stores. About 30% of Ratners's profit already is derived from the U.S.","The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.  

The acquisition of 87-store Weisfield's raises Ratners's U.S. presence to 450 stores. About 30% of Ratners's profit already is derived from the U.S.","The sweetened offer has acceptances from more than 50% of Weisfield's shareholders, and it is scheduled for completion by Dec. 10.  

The acquisition of 87-**store** Weisfield's raises Ratners's U.S. presence to 450 stores. About 30% of Ratners's profit already is derived from the U.S."
bothered,"['concern', 'frustrate', 'irk', 'disturb', 'displease', 'perturb']",VERB,"They say the cubes will outlast
                    planets and suns, that when the universe dies, the works of Malaquez and his
                    followers will be the last things seen in the final wink of God's eye. 
                 Yes, Self, I am also bothered that this observation ignores half-eaten cheese
                    sandwiches, incomplete insect collections, and locks of infants' hair, forgotten
                    in closets, basements, and warehouses. 
                 You see the inspiration for my latest play, ""Captured Moments.""","They say the cubes will outlast
                    planets and suns, that when the universe dies, the works of Malaquez and his
                    followers will be the last things seen in the final wink of God's eye. 
                 Yes, Self, I am also bothered that this observation ignores half-eaten cheese
                    sandwiches, incomplete insect collections, and locks of infants' hair, forgotten
                    in closets, basements, and warehouses. 
                 You see the inspiration for my latest play, ""Captured Moments.""","They say the cubes will outlast
                    planets and suns, that when the universe dies, the works of Malaquez and his
                    followers will be the last things seen in the final wink of God's eye. 
                 Yes, Self, I am also **bothered** that this observation ignores half-eaten cheese
                    sandwiches, incomplete insect collections, and locks of infants' hair, forgotten
                    in closets, basements, and warehouses. 
                 You see the inspiration for my latest play, ""Captured Moments."""
new,"['brand-new', 'cuttingedge', 'state-of-the-art']",ADJ,"The company said it is in the process of phasing out John Deere, its current source of production for midsized motor home chassis. In anticipation of the start-up of its new factory, the company said a larger-than-normal chassis supply has been built to carry it through the transition period.","The company said it is in the process of phasing out John Deere, its current source of production for midsized motor home chassis. In anticipation of the start-up of its new factory, the company said a larger-than-normal chassis supply has been built to carry it through the transition period.","The company said it is in the process of phasing out John Deere, its current source of production for midsized motor home chassis. In anticipation of the start-up of its **new** factory, the company said a larger-than-normal chassis supply has been built to carry it through the transition period."
slightly,"['a little', 'marginally', 'somewhat', 'to some degree', 'to some extent', 'minimally']",ADV,"Elco Industries Inc. said it expects net income in the year ending June 30, 1990, to fall below a recent analyst's estimate of $1.65 a share.  

The Rockford, Ill., maker of fasteners also said it expects to post sales in the current fiscal year that are ""slightly above"" fiscal 1989 sales of $155 million. The company said its industrial unit continues to face margin pressures and lower demand.","Elco Industries Inc. said it expects net income in the year ending June 30, 1990, to fall below a recent analyst's estimate of $1.65 a share.  

The Rockford, Ill., maker of fasteners also said it expects to post sales in the current fiscal year that are ""slightly above"" fiscal 1989 sales of $155 million. The company said its industrial unit continues to face margin pressures and lower demand.","Elco Industries Inc. said it expects net income in the year ending June 30, 1990, to fall below a recent analyst's estimate of $1.65 a share.  

The Rockford, Ill., maker of fasteners also said it expects to post sales in the current fiscal year that are ""**slightly** above"" fiscal 1989 sales of $155 million. The company said its industrial unit continues to face margin pressures and lower demand."
eliminates,"['get rid of', 'dispose of', 'get rid', 'erase', 'take out', 'cut out']",VERB,"TIRED OF TRIMMING? Hammacher Schlemmer & Co. offers a fiber-optic Christmas tree that eliminates the need to string lights. The $6,500 tree is designed to send continuously changing colored light to dozens of fiber-end bunches.","TIRED OF TRIMMING? Hammacher Schlemmer & Co. offers a fiber-optic Christmas tree that eliminates the need to string lights. The $6,500 tree is designed to send continuously changing colored light to dozens of fiber-end bunches.","TIRED OF TRIMMING? Hammacher Schlemmer & Co. offers a fiber-optic Christmas tree that **eliminates** the need to string lights. The $6,500 tree is designed to send continuously changing colored light to dozens of fiber-end bunches."
proceedings,['legal process'],NOUN,"Waertsilae Marine's biggest creditor is Miami-based Carnival Cruise Lines Inc. Carnival, which has three ships on order from Waertsilae Marine, presented claims for $1.5 billion damages in the bankruptcy court this week.  

Waertsilae Marine's bankruptcy proceedings began Tuesday in a Helsinki court.","Waertsilae Marine's biggest creditor is Miami-based Carnival Cruise Lines Inc. Carnival, which has three ships on order from Waertsilae Marine, presented claims for $1.5 billion damages in the bankruptcy court this week.  

Waertsilae Marine's bankruptcy proceedings began Tuesday in a Helsinki court.","Waertsilae Marine's biggest creditor is Miami-based Carnival Cruise Lines Inc. Carnival, which has three ships on order from Waertsilae Marine, presented claims for $1.5 billion damages in the bankruptcy court this week.  

Waertsilae Marine's bankruptcy **proceedings** began Tuesday in a Helsinki court."
miss,"['overlook', 'neglect', 'miss out on']",VERB,"Tasha snatched it from him to rip away the paper. 
            
            
                 I stopped writing, and only the thought that I might miss the mindwipe kept me
                    from another spree. I went walking, but after N'apulco, Rio seems no fit abode
                    for a creature of flesh.","Tasha snatched it from him to rip away the paper. 
            
            
                 I stopped writing, and only the thought that I might miss the mindwipe kept me
                    from another spree. I went walking, but after N'apulco, Rio seems no fit abode
                    for a creature of flesh.","Tasha snatched it from him to rip away the paper. 
            
            
                 I stopped writing, and only the thought that I might **miss** the mindwipe kept me
                    from another spree. I went walking, but after N'apulco, Rio seems no fit abode
                    for a creature of flesh."
love,"['fondness', 'tenderness', 'amorousness']",NOUN,"Tasha's witchery lay in making old acts new. Is that
                    love? Probably not.","Tasha's witchery lay in making old acts new. Is that
                    love? Probably not.","Tasha's witchery lay in making old acts new. Is that
                    **love**? Probably not."
clearly,"['without any doubt', 'certainly', 'unmistakably']",ADV,"Sandinistas Thomas Borge and the Ortega brothers are Castro proteges; he backed their takeover of Nicaragua.
In Colombia, the drug-financed guerrillas trying to seize the country and destroy democracy include M-19, which Castro has clearly backed.

Robert Merkel, a former U.S. attorney handling drug indictments in Florida, doesn't think for a minute that Castro's much publicized trials of high officials engaged in the drug trade mean he has broken off with the Medellin drug cartel.","Sandinistas Thomas Borge and the Ortega brothers are Castro proteges; he backed their takeover of Nicaragua.
In Colombia, the drug-financed guerrillas trying to seize the country and destroy democracy include M-19, which Castro has clearly backed.

Robert Merkel, a former U.S. attorney handling drug indictments in Florida, doesn't think for a minute that Castro's much publicized trials of high officials engaged in the drug trade mean he has broken off with the Medellin drug cartel.","Sandinistas Thomas Borge and the Ortega brothers are Castro proteges; he backed their takeover of Nicaragua.
In Colombia, the drug-financed guerrillas trying to seize the country and destroy democracy include M-19, which Castro has **clearly** backed.

Robert Merkel, a former U.S. attorney handling drug indictments in Florida, doesn't think for a minute that Castro's much publicized trials of high officials engaged in the drug trade mean he has broken off with the Medellin drug cartel."
disposal,"['elimination', 'removal', 'discarding']",NOUN,"Sales fell 20% to #722 million.  

Earnings were hurt by disposal of operations in its restructuring, Reed said.","Sales fell 20% to #722 million.  

Earnings were hurt by disposal of operations in its restructuring, Reed said.","Sales fell 20% to #722 million.  

Earnings were hurt by **disposal** of operations in its restructuring, Reed said."
cited,['point out'],VERB,"Revenue declined 8% to $85.7 million, from $93.3 million a year earlier. Savin cited ""a general softening in the demand for office products in the market segments in which Savin competes.""","Revenue declined 8% to $85.7 million, from $93.3 million a year earlier. Savin cited ""a general softening in the demand for office products in the market segments in which Savin competes.""","Revenue declined 8% to $85.7 million, from $93.3 million a year earlier. Savin **cited** ""a general softening in the demand for office products in the market segments in which Savin competes."""
nice,"['pleasant', 'friendly', 'kind', 'lovely', 'cordial', 'delightful', 'good', 'amiable', 'well-mannered', 'kindly']",ADJ,"We lunched together. He's nice."" 
                 ""Oh.""","We lunched together. He's nice."" 
                 ""Oh.""","We lunched together. He's **nice**."" 
                 ""Oh."""
comment,"['input', 'a response', 'response', 'commentary', 'remark', 'explanation']",NOUN,"The stock would be redeemed in five years, subject to terms of the surviving company's debt.  

Neither Equus nor Tony Lama gave a reason for the changed offer and Tony Lama couldn't be reached for comment. However, Tony Lama said it would promptly submit the offer to a special committee of the company's board.","The stock would be redeemed in five years, subject to terms of the surviving company's debt.  

Neither Equus nor Tony Lama gave a reason for the changed offer and Tony Lama couldn't be reached for comment. However, Tony Lama said it would promptly submit the offer to a special committee of the company's board.","The stock would be redeemed in five years, subject to terms of the surviving company's debt.  

Neither Equus nor Tony Lama gave a reason for the changed offer and Tony Lama couldn't be reached for **comment**. However, Tony Lama said it would promptly submit the offer to a special committee of the company's board."
choice,"['option', 'alternative']",NOUN,"The subject shifted from music to Tasha's obsession with
                    fame, undoubtedly by a leap that I made. She had no choice but to follow. (I do
                    not remember any of this well, just now, nor do I care to.","The subject shifted from music to Tasha's obsession with
                    fame, undoubtedly by a leap that I made. She had no choice but to follow. (I do
                    not remember any of this well, just now, nor do I care to.","The subject shifted from music to Tasha's obsession with
                    fame, undoubtedly by a leap that I made. She had no **choice** but to follow. (I do
                    not remember any of this well, just now, nor do I care to."
said,"['state', 'remark', 'add']",VERB,"The rental
                    agent, an attractive N'apulcan named Tasha Cortez, was not mood-sensitive
                    either. She said, ""It's beautiful, isn't it, Señor Flynn?"" 
                 My instinct was to gesture curtly with a cupped hand that she lift the wind boat
                    and take me elsewhere.","The rental
                    agent, an attractive N'apulcan named Tasha Cortez, was not mood-sensitive
                    either. She said, ""It's beautiful, isn't it, Señor Flynn?"" 
                 My instinct was to gesture curtly with a cupped hand that she lift the wind boat
                    and take me elsewhere.","The rental
                    agent, an attractive N'apulcan named Tasha Cortez, was not mood-sensitive
                    either. She **said**, ""It's beautiful, isn't it, Señor Flynn?"" 
                 My instinct was to gesture curtly with a cupped hand that she lift the wind boat
                    and take me elsewhere."
common,"['customary', 'generic', 'ordinary', 'communal']",ADJ,"The publishers in Monterrey command no battalions, but they agreed to express their outrage with editorials in today's editions.
Many will use a common editorial.
A final statement yesterday said: ""While some advances are being made in nations throughout the hemisphere, the state of press freedom in the Americas still must be regarded as grim as long as journalists and their families are subject to the crudest form of censorship: death by assassination.""","The publishers in Monterrey command no battalions, but they agreed to express their outrage with editorials in today's editions.
Many will use a common editorial.
A final statement yesterday said: ""While some advances are being made in nations throughout the hemisphere, the state of press freedom in the Americas still must be regarded as grim as long as journalists and their families are subject to the crudest form of censorship: death by assassination.""","The publishers in Monterrey command no battalions, but they agreed to express their outrage with editorials in today's editions.
Many will use a **common** editorial.
A final statement yesterday said: ""While some advances are being made in nations throughout the hemisphere, the state of press freedom in the Americas still must be regarded as grim as long as journalists and their families are subject to the crudest form of censorship: death by assassination."""
says,"['insist', 'state']",VERB,"The editor says no,
                    only those that are relevant. The sufferer says no, only those which cause no
                    pain. And the artist says no, only those which cause the most pain, for those
                    would be the truest memories.","The editor says no,
                    only those that are relevant. The sufferer says no, only those which cause no
                    pain. And the artist says no, only those which cause the most pain, for those
                    would be the truest memories.","The editor **says** no,
                    only those that are relevant. The sufferer says no, only those which cause no
                    pain. And the artist says no, only those which cause the most pain, for those
                    would be the truest memories."
Then,"['suddenly', 'on that occasion']",ADV,"Tasha and I walked through The Sleeping Flamingo together, and I decided
                    to buy it. Then -- 
            
            
                 This is not easy.","Tasha and I walked through The Sleeping Flamingo together, and I decided
                    to buy it. Then -- 
            
            
                 This is not easy.","Tasha and I walked through The Sleeping Flamingo together, and I decided
                    to buy it. **Then** -- 
            
            
                 This is not easy."
spectator,"['onlooker', 'observer', 'watcher']",NOUN,"That bothered (yes, and
                    intrigued) me until I realized that she was bored by most plays, movies, and
                    vid. She did not like being a spectator. I often told her that she should have a
                    bio-check to see if she suffered from some metabolic imbalance.","That bothered (yes, and
                    intrigued) me until I realized that she was bored by most plays, movies, and
                    vid. She did not like being a spectator. I often told her that she should have a
                    bio-check to see if she suffered from some metabolic imbalance.","That bothered (yes, and
                    intrigued) me until I realized that she was bored by most plays, movies, and
                    vid. She did not like being a **spectator**. I often told her that she should have a
                    bio-check to see if she suffered from some metabolic imbalance."
music,['tune'],NOUN,"The preferred stock, which would have a dividend rate of $1.76 a year, would be convertible into Heritage common at a rate of four common shares for each preferred. New York-based POP Radio provides, through a national, in-store network, a customized music, information and advertising service which simulates live radio. Heritage owns and operates television and radio stations and in-store advertising and promotion programs.","The preferred stock, which would have a dividend rate of $1.76 a year, would be convertible into Heritage common at a rate of four common shares for each preferred. New York-based POP Radio provides, through a national, in-store network, a customized music, information and advertising service which simulates live radio. Heritage owns and operates television and radio stations and in-store advertising and promotion programs.","The preferred stock, which would have a dividend rate of $1.76 a year, would be convertible into Heritage common at a rate of four common shares for each preferred. New York-based POP Radio provides, through a national, in-store network, a customized **music**, information and advertising service which simulates live radio. Heritage owns and operates television and radio stations and in-store advertising and promotion programs."
only,['just'],ADV,"You'll
                    impoverish yourself."" I only snarled at her and -- 
                 My story leaps ahead of itself.","You'll
                    impoverish yourself."" I only snarled at her and -- 
                 My story leaps ahead of itself.","You'll
                    impoverish yourself."" I **only** snarled at her and -- 
                 My story leaps ahead of itself."
convertible,['transferrable'],ADJ,"The McAlpine family, which operates a number of multinational companies, including a London-based engineering and construction company, also lent to Meridian National $500,000. That amount is convertible into shares of Meridian common stock at $2 a share during its one-year term. The loan may be extended by the McAlpine group for an additional year with an increase in the conversion price to $2.50 a share.","The McAlpine family, which operates a number of multinational companies, including a London-based engineering and construction company, also lent to Meridian National $500,000. That amount is convertible into shares of Meridian common stock at $2 a share during its one-year term. The loan may be extended by the McAlpine group for an additional year with an increase in the conversion price to $2.50 a share.","The McAlpine family, which operates a number of multinational companies, including a London-based engineering and construction company, also lent to Meridian National $500,000. That amount is **convertible** into shares of Meridian common stock at $2 a share during its one-year term. The loan may be extended by the McAlpine group for an additional year with an increase in the conversion price to $2.50 a share."
deal,['cope'],VERB,"The issue of why I am evading the
                    issue, or the issue itself? To deal with the first: it hurts to remember. If I
                    am capable of love, I loved Tasha Cortez.","The issue of why I am evading the
                    issue, or the issue itself? To deal with the first: it hurts to remember. If I
                    am capable of love, I loved Tasha Cortez.","The issue of why I am evading the
                    issue, or the issue itself? To **deal** with the first: it hurts to remember. If I
                    am capable of love, I loved Tasha Cortez."
television,['tv'],NOUN,"The report charged that Panama's Manuel Noriega is not only in league with the drug traffickers but also is bullying the press as never before.
""Noriega has closed every independent newspaper, radio and television station and arrested, tortured or forced into exile a long list of reporters,"" the statement declared.

It added: ""In Cuba, public enemy No. 1 of press freedoms in the hemisphere, repression of journalists both Cuban and foreign is worse than ever.""","The report charged that Panama's Manuel Noriega is not only in league with the drug traffickers but also is bullying the press as never before.
""Noriega has closed every independent newspaper, radio and television station and arrested, tortured or forced into exile a long list of reporters,"" the statement declared.

It added: ""In Cuba, public enemy No. 1 of press freedoms in the hemisphere, repression of journalists both Cuban and foreign is worse than ever.""","The report charged that Panama's Manuel Noriega is not only in league with the drug traffickers but also is bullying the press as never before.
""Noriega has closed every independent newspaper, radio and **television** station and arrested, tortured or forced into exile a long list of reporters,"" the statement declared.

It added: ""In Cuba, public enemy No. 1 of press freedoms in the hemisphere, repression of journalists both Cuban and foreign is worse than ever."""
team,"['group', 'squad', 'workers']",NOUN,"She used the discretion of the mirrored window to secretively survey her crew.
Harmon was an excellent addition to the bridge team, but was she open minded
enough to defy United Earth Command and sever all ties from Earth? She watched
the psi bob her head, unaware of the rest of the bridge, shaking blonde curls as
she chattered away with the approaching psi relay on Mason's ship.","She used the discretion of the mirrored window to secretively survey her crew.
Harmon was an excellent addition to the bridge team, but was she open minded
enough to defy United Earth Command and sever all ties from Earth? She watched
the psi bob her head, unaware of the rest of the bridge, shaking blonde curls as
she chattered away with the approaching psi relay on Mason's ship.","She used the discretion of the mirrored window to secretively survey her crew.
Harmon was an excellent addition to the bridge **team**, but was she open minded
enough to defy United Earth Command and sever all ties from Earth? She watched
the psi bob her head, unaware of the rest of the bridge, shaking blonde curls as
she chattered away with the approaching psi relay on Mason's ship."
assuming,"['estimate', 'presume']",VERB,"Valley Federal also added $18 million to realestate loan reserves and eliminated $9.9 million of good will.  

The thrift said that ""after these charges and assuming no dramatic fluctuation in interest rates, the association expects to achieve near record earnings in 1990.""  

Valley Federal is currently being examined by regulators.","Valley Federal also added $18 million to realestate loan reserves and eliminated $9.9 million of good will.  

The thrift said that ""after these charges and assuming no dramatic fluctuation in interest rates, the association expects to achieve near record earnings in 1990.""  

Valley Federal is currently being examined by regulators.","Valley Federal also added $18 million to realestate loan reserves and eliminated $9.9 million of good will.  

The thrift said that ""after these charges and **assuming** no dramatic fluctuation in interest rates, the association expects to achieve near record earnings in 1990.""  

Valley Federal is currently being examined by regulators."
then,"['afterward', 'after', 'next']",ADV,"She giggled. And then we did make love. 
            
            

                 I've been thinking about the mindwipe, now two days away.","She giggled. And then we did make love. 
            
            

                 I've been thinking about the mindwipe, now two days away.","She giggled. And **then** we did make love. 
            
            

                 I've been thinking about the mindwipe, now two days away."
slowing,"['reduce speed', 'pause', 'stall']",VERB,"The problem was that I have trouble distinguishing between
                    compromise and capitulation, between symbols and substance. Shortly before noon,
                    I climbed the sandy path to Dream's End, rehearsing my apology, slowing only to
                    pluck burrs from between my sandals and my feet. 
                 Malaquez answered the door in blood-red pajamas and a black silk robe.","The problem was that I have trouble distinguishing between
                    compromise and capitulation, between symbols and substance. Shortly before noon,
                    I climbed the sandy path to Dream's End, rehearsing my apology, slowing only to
                    pluck burrs from between my sandals and my feet. 
                 Malaquez answered the door in blood-red pajamas and a black silk robe.","The problem was that I have trouble distinguishing between
                    compromise and capitulation, between symbols and substance. Shortly before noon,
                    I climbed the sandy path to Dream's End, rehearsing my apology, **slowing** only to
                    pluck burrs from between my sandals and my feet. 
                 Malaquez answered the door in blood-red pajamas and a black silk robe."
Enough,['enough already'],ADJ,"With warmest
                    regards, Your Past."" 
                 Enough. Tasha and I walked through The Sleeping Flamingo together, and I decided
                    to buy it.","With warmest
                    regards, Your Past."" 
                 Enough. Tasha and I walked through The Sleeping Flamingo together, and I decided
                    to buy it.","With warmest
                    regards, Your Past."" 
                 **Enough**. Tasha and I walked through The Sleeping Flamingo together, and I decided
                    to buy it."
